"monthseq"|"month"|"flodfreqcl"|"floddurcl"|"pondfreqcl"|"ponddurcl"|"ponddep_l"|"ponddep_r"|"ponddep_h"|"dlyavgprecip_l"|"dlyavgprecip_r"|"dlyavgprecip_h"|"dlyavgpotet_l"|"dlyavgpotet_r"|"dlyavgpotet_h"|"cokey"|"comonthkey"
4|"April"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243035|253414217
3|"March"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243035|253414224
2|"February"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243035|253414220
1|"January"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243035|253414221
12|"December"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243035|253414219
11|"November"|""|""|"None"|""||||||||||24243035|253414226
9|"September"|""|""|"None"|""||||||||||24243035|253414228
10|"October"|""|""|"None"|""||||||||||24243035|253414227
8|"August"|""|""|"None"|""||||||||||24243035|253414218
7|"July"|""|""|"None"|""||||||||||24243035|253414222
6|"June"|""|""|"None"|""||||||||||24243035|253414223
5|"May"|""|""|"None"|""||||||||||24243035|253414225
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243036|253414236
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243036|253414232
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243036|253414233
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243036|253414231
11|"November"|""|""|"None"|""||||||||||24243036|253414238
9|"September"|""|""|"None"|""||||||||||24243036|253414240
10|"October"|""|""|"None"|""||||||||||24243036|253414239
8|"August"|""|""|"None"|""||||||||||24243036|253414230
7|"July"|""|""|"None"|""||||||||||24243036|253414234
6|"June"|""|""|"None"|""||||||||||24243036|253414235
5|"May"|""|""|"None"|""||||||||||24243036|253414237
4|"April"|""|""|"None"|""||||||||||24243036|253414229
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414243
11|"November"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414250
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414244
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414245
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414241
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414248
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243037|253414249
10|"October"|""|""|"None"|""||||||||||24243037|253414251
9|"September"|""|""|"None"|""||||||||||24243037|253414252
8|"August"|""|""|"None"|""||||||||||24243037|253414242
7|"July"|""|""|"None"|""||||||||||24243037|253414246
6|"June"|""|""|"None"|""||||||||||24243037|253414247
3|"March"|"None"|""|"None"|""||||||||||24243052|253414419
6|"June"|"None"|""|"None"|""||||||||||24243052|253414416
4|"April"|"None"|""|"None"|""||||||||||24243052|253414414
1|"January"|"None"|""|"None"|""||||||||||24243052|253414420
2|"February"|"None"|""|"None"|""||||||||||24243052|253414415
5|"May"|"None"|""|"None"|""||||||||||24243052|253414412
7|"July"|"None"|""|"None"|""||||||||||24243052|253414413
8|"August"|"None"|""|"None"|""||||||||||24243052|253414418
9|"September"|"None"|""|"None"|""||||||||||24243052|253414411
10|"October"|"None"|""|"None"|""||||||||||24243052|253414409
11|"November"|"None"|""|"None"|""||||||||||24243052|253414417
12|"December"|"None"|""|"None"|""||||||||||24243052|253414410
5|"May"|"None"|""|"None"|""||||||||||24242786|253411249
4|"April"|"None"|""|"None"|""||||||||||24242786|253411243
6|"June"|"None"|""|"None"|""||||||||||24242786|253411242
3|"March"|"None"|""|"None"|""||||||||||24242786|253411247
2|"February"|"None"|""|"None"|""||||||||||24242786|253411241
1|"January"|"None"|""|"None"|""||||||||||24242786|253411245
7|"July"|"None"|""|"None"|""||||||||||24242786|253411250
9|"September"|"None"|""|"None"|""||||||||||24242786|253411252
8|"August"|"None"|""|"None"|""||||||||||24242786|253411246
11|"November"|"None"|""|"None"|""||||||||||24242786|253411244
10|"October"|"None"|""|"None"|""||||||||||24242786|253411248
12|"December"|"None"|""|"None"|""||||||||||24242786|253411251
10|"October"|"None"|""|""|""||||||||||24242785|253411235
9|"September"|"None"|""|""|""||||||||||24242785|253411240
7|"July"|"None"|""|""|""||||||||||24242785|253411237
8|"August"|"None"|""|""|""||||||||||24242785|253411234
6|"June"|"None"|""|""|""||||||||||24242785|253411232
12|"December"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411238
11|"November"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411230
2|"February"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411231
3|"March"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411236
4|"April"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411229
5|"May"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411239
1|"January"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242785|253411233
6|"June"|"None"|""|"None"|""||||||||||24242784|253411222
5|"May"|"None"|""|"None"|""||||||||||24242784|253411217
8|"August"|"None"|""|"None"|""||||||||||24242784|253411223
4|"April"|"None"|""|"None"|""||||||||||24242784|253411221
3|"March"|"None"|""|"None"|""||||||||||24242784|253411226
2|"February"|"None"|""|"None"|""||||||||||24242784|253411220
1|"January"|"None"|""|"None"|""||||||||||24242784|253411225
7|"July"|"None"|""|"None"|""||||||||||24242784|253411218
9|"September"|"None"|""|"None"|""||||||||||24242784|253411219
11|"November"|"None"|""|"None"|""||||||||||24242784|253411224
10|"October"|"None"|""|"None"|""||||||||||24242784|253411227
12|"December"|"None"|""|"None"|""||||||||||24242784|253411228
5|"May"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413721
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413713
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413717
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413716
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413720
11|"November"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413722
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242993|253413715
9|"September"|""|""|"None"|""||||||||||24242993|253413724
10|"October"|""|""|"None"|""||||||||||24242993|253413723
8|"August"|""|""|"None"|""||||||||||24242993|253413714
7|"July"|""|""|"None"|""||||||||||24242993|253413718
6|"June"|""|""|"None"|""||||||||||24242993|253413719
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242992|253413703
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242992|253413708
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242992|253413704
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242992|253413705
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242992|253413701
11|"November"|""|""|"None"|""||||||||||24242992|253413710
9|"September"|""|""|"None"|""||||||||||24242992|253413712
10|"October"|""|""|"None"|""||||||||||24242992|253413711
8|"August"|""|""|"None"|""||||||||||24242992|253413702
7|"July"|""|""|"None"|""||||||||||24242992|253413706
5|"May"|""|""|"None"|""||||||||||24242992|253413709
6|"June"|""|""|"None"|""||||||||||24242992|253413707
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413691
11|"November"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413698
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413696
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413692
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413693
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413689
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242991|253413697
9|"September"|""|""|"None"|""||||||||||24242991|253413700
10|"October"|""|""|"None"|""||||||||||24242991|253413699
8|"August"|""|""|"None"|""||||||||||24242991|253413690
7|"July"|""|""|"None"|""||||||||||24242991|253413694
6|"June"|""|""|"None"|""||||||||||24242991|253413695
6|"June"|"None"|""|"None"|""||||||||||24242783|253411207
5|"May"|"None"|""|"None"|""||||||||||24242783|253411214
7|"July"|"None"|""|"None"|""||||||||||24242783|253411213
8|"August"|"None"|""|"None"|""||||||||||24242783|253411215
4|"April"|"None"|""|"None"|""||||||||||24242783|253411212
3|"March"|"None"|""|"None"|""||||||||||24242783|253411205
2|"February"|"None"|""|"None"|""||||||||||24242783|253411209
1|"January"|"None"|""|"None"|""||||||||||24242783|253411211
9|"September"|"None"|""|"None"|""||||||||||24242783|253411206
10|"October"|"None"|""|"None"|""||||||||||24242783|253411210
11|"November"|"None"|""|"None"|""||||||||||24242783|253411216
12|"December"|"None"|""|"None"|""||||||||||24242783|253411208
5|"May"|"None"|""|"None"|""||||||||||24242782|253411202
8|"August"|"None"|""|"None"|""||||||||||24242782|253411203
6|"June"|"None"|""|"None"|""||||||||||24242782|253411195
4|"April"|"None"|""|"None"|""||||||||||24242782|253411200
3|"March"|"None"|""|"None"|""||||||||||24242782|253411193
2|"February"|"None"|""|"None"|""||||||||||24242782|253411197
1|"January"|"None"|""|"None"|""||||||||||24242782|253411199
7|"July"|"None"|""|"None"|""||||||||||24242782|253411201
10|"October"|"None"|""|"None"|""||||||||||24242782|253411198
11|"November"|"None"|""|"None"|""||||||||||24242782|253411204
9|"September"|"None"|""|"None"|""||||||||||24242782|253411194
12|"December"|"None"|""|"None"|""||||||||||24242782|253411196
6|"June"|"None"|""|"None"|""||||||||||24242781|253411184
5|"May"|"None"|""|"None"|""||||||||||24242781|253411183
8|"August"|"None"|""|"None"|""||||||||||24242781|253411190
4|"April"|"None"|""|"None"|""||||||||||24242781|253411186
3|"March"|"None"|""|"None"|""||||||||||24242781|253411189
2|"February"|"None"|""|"None"|""||||||||||24242781|253411185
1|"January"|"None"|""|"None"|""||||||||||24242781|253411191
7|"July"|"None"|""|"None"|""||||||||||24242781|253411182
9|"September"|"None"|""|"None"|""||||||||||24242781|253411181
10|"October"|"None"|""|"None"|""||||||||||24242781|253411188
11|"November"|"None"|""|"None"|""||||||||||24242781|253411187
12|"December"|"None"|""|"None"|""||||||||||24242781|253411192
10|"October"|"None"|""|""|""||||||||||24242780|253411175
9|"September"|"None"|""|""|""||||||||||24242780|253411180
6|"June"|"None"|""|""|""||||||||||24242780|253411172
8|"August"|"None"|""|""|""||||||||||24242780|253411174
7|"July"|"None"|""|""|""||||||||||24242780|253411177
12|"December"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411178
11|"November"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411170
2|"February"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411171
4|"April"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411169
3|"March"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411176
5|"May"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411179
1|"January"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24242780|253411173
4|"April"|"None"|""|"None"|""||||||||||24242604|253409069
5|"May"|"None"|""|"None"|""||||||||||24242604|253409077
3|"March"|"None"|""|"None"|""||||||||||24242604|253409076
2|"February"|"None"|""|"None"|""||||||||||24242604|253409072
1|"January"|"None"|""|"None"|""||||||||||24242604|253409073
7|"July"|"None"|""|"None"|""||||||||||24242604|253409074
6|"June"|"None"|""|"None"|""||||||||||24242604|253409075
9|"September"|"None"|""|"None"|""||||||||||24242604|253409080
8|"August"|"None"|""|"None"|""||||||||||24242604|253409070
11|"November"|"None"|""|"None"|""||||||||||24242604|253409078
10|"October"|"None"|""|"None"|""||||||||||24242604|253409079
12|"December"|"None"|""|"None"|""||||||||||24242604|253409071
4|"April"|"None"|""|"None"|""||||||||||24242603|253409057
5|"May"|"None"|""|"None"|""||||||||||24242603|253409065
3|"March"|"None"|""|"None"|""||||||||||24242603|253409064
2|"February"|"None"|""|"None"|""||||||||||24242603|253409060
1|"January"|"None"|""|"None"|""||||||||||24242603|253409061
7|"July"|"None"|""|"None"|""||||||||||24242603|253409062
6|"June"|"None"|""|"None"|""||||||||||24242603|253409063
9|"September"|"None"|""|"None"|""||||||||||24242603|253409068
8|"August"|"None"|""|"None"|""||||||||||24242603|253409058
11|"November"|"None"|""|"None"|""||||||||||24242603|253409066
10|"October"|"None"|""|"None"|""||||||||||24242603|253409067
12|"December"|"None"|""|"None"|""||||||||||24242603|253409059
4|"April"|"None"|""|"None"|""||||||||||24242602|253409051
5|"May"|"None"|""|"None"|""||||||||||24242602|253409047
3|"March"|"None"|""|"None"|""||||||||||24242602|253409046
2|"February"|"None"|""|"None"|""||||||||||24242602|253409054
1|"January"|"None"|""|"None"|""||||||||||24242602|253409055
7|"July"|"None"|""|"None"|""||||||||||24242602|253409056
6|"June"|"None"|""|"None"|""||||||||||24242602|253409045
9|"September"|"None"|""|"None"|""||||||||||24242602|253409050
8|"August"|"None"|""|"None"|""||||||||||24242602|253409052
11|"November"|"None"|""|"None"|""||||||||||24242602|253409048
10|"October"|"None"|""|"None"|""||||||||||24242602|253409049
12|"December"|"None"|""|"None"|""||||||||||24242602|253409053
4|"April"|"None"|""|"None"|""||||||||||24242601|253409039
5|"May"|"None"|""|"None"|""||||||||||24242601|253409035
3|"March"|"None"|""|"None"|""||||||||||24242601|253409034
2|"February"|"None"|""|"None"|""||||||||||24242601|253409042
1|"January"|"None"|""|"None"|""||||||||||24242601|253409043
7|"July"|"None"|""|"None"|""||||||||||24242601|253409044
6|"June"|"None"|""|"None"|""||||||||||24242601|253409033
9|"September"|"None"|""|"None"|""||||||||||24242601|253409038
8|"August"|"None"|""|"None"|""||||||||||24242601|253409040
11|"November"|"None"|""|"None"|""||||||||||24242601|253409036
10|"October"|"None"|""|"None"|""||||||||||24242601|253409037
12|"December"|"None"|""|"None"|""||||||||||24242601|253409041
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242779|253411158
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242779|253411161
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242779|253411160
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242779|253411168
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242779|253411166
10|"October"|""|""|"None"|""||||||||||24242779|253411157
11|"November"|""|""|"None"|""||||||||||24242779|253411167
9|"September"|""|""|"None"|""||||||||||24242779|253411163
8|"August"|""|""|"None"|""||||||||||24242779|253411159
7|"July"|""|""|"None"|""||||||||||24242779|253411162
6|"June"|""|""|"None"|""||||||||||24242779|253411165
5|"May"|""|""|"None"|""||||||||||24242779|253411164
4|"April"|"None"|""|"None"|""||||||||||24242778|253411151
5|"May"|"None"|""|"None"|""||||||||||24242778|253411146
6|"June"|"None"|""|"None"|""||||||||||24242778|253411149
3|"March"|"None"|""|"None"|""||||||||||24242778|253411155
2|"February"|"None"|""|"None"|""||||||||||24242778|253411148
1|"January"|"None"|""|"None"|""||||||||||24242778|253411156
7|"July"|"None"|""|"None"|""||||||||||24242778|253411147
9|"September"|"None"|""|"None"|""||||||||||24242778|253411150
8|"August"|"None"|""|"None"|""||||||||||24242778|253411152
11|"November"|"None"|""|"None"|""||||||||||24242778|253411153
10|"October"|"None"|""|"None"|""||||||||||24242778|253411154
12|"December"|"None"|""|"None"|""||||||||||24242778|253411145
4|"April"|"None"|""|"None"|""||||||||||24242777|253411133
5|"May"|"None"|""|"None"|""||||||||||24242777|253411142
6|"June"|"None"|""|"None"|""||||||||||24242777|253411135
3|"March"|"None"|""|"None"|""||||||||||24242777|253411139
2|"February"|"None"|""|"None"|""||||||||||24242777|253411134
1|"January"|"None"|""|"None"|""||||||||||24242777|253411138
7|"July"|"None"|""|"None"|""||||||||||24242777|253411143
9|"September"|"None"|""|"None"|""||||||||||24242777|253411144
8|"August"|"None"|""|"None"|""||||||||||24242777|253411137
11|"November"|"None"|""|"None"|""||||||||||24242777|253411136
10|"October"|"None"|""|"None"|""||||||||||24242777|253411140
12|"December"|"None"|""|"None"|""||||||||||24242777|253411141
4|"April"|"None"|""|"None"|""||||||||||24242802|253411440
5|"May"|"None"|""|"None"|""||||||||||24242802|253411444
6|"June"|"None"|""|"None"|""||||||||||24242802|253411442
3|"March"|"None"|""|"None"|""||||||||||24242802|253411441
2|"February"|"None"|""|"None"|""||||||||||24242802|253411433
1|"January"|"None"|""|"None"|""||||||||||24242802|253411436
7|"July"|"None"|""|"None"|""||||||||||24242802|253411439
8|"August"|"None"|""|"None"|""||||||||||24242802|253411443
9|"September"|"None"|""|"None"|""||||||||||24242802|253411438
10|"October"|"None"|""|"None"|""||||||||||24242802|253411434
11|"November"|"None"|""|"None"|""||||||||||24242802|253411437
12|"December"|"None"|""|"None"|""||||||||||24242802|253411435
4|"April"|"None"|""|"None"|""||||||||||24242801|253411431
5|"May"|"None"|""|"None"|""||||||||||24242801|253411427
6|"June"|"None"|""|"None"|""||||||||||24242801|253411421
3|"March"|"None"|""|"None"|""||||||||||24242801|253411424
2|"February"|"None"|""|"None"|""||||||||||24242801|253411422
1|"January"|"None"|""|"None"|""||||||||||24242801|253411429
7|"July"|"None"|""|"None"|""||||||||||24242801|253411432
8|"August"|"None"|""|"None"|""||||||||||24242801|253411428
9|"September"|"None"|""|"None"|""||||||||||24242801|253411423
10|"October"|"None"|""|"None"|""||||||||||24242801|253411430
11|"November"|"None"|""|"None"|""||||||||||24242801|253411426
12|"December"|"None"|""|"None"|""||||||||||24242801|253411425
